-1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000
-1.000 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 -1.000
-1.000 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 -1.000
-1.000 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 -1.000
-1.000 0.122 0.122 0.122 0.122 -1.000 -1.000 -1.000 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 -1.000
-1.000 0.122 0.122 0.122 0.122 -1.000 -1.000 -1.000 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 -1.000
-1.000 0.122 0.122 0.122 0.122 -1.000 -1.000 -1.000 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 -1.000
-1.000 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 -1.000
-1.000 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 -1.000
-1.000 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 -1.000
-1.000 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 -1.000
-1.000 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 -1.000
-1.000 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 -1.000
-1.000 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 -1.000
-1.000 0.122 0.122 -1.000 -1.000 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 -1.000
-1.000 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 -1.000
-1.000 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 -1.000
-1.000 0.122 -2.000 0.122 0.122 0.122 0.122 0.122 0.122 -2.000 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 -1.000
-1.000 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 0.122 -1.000
-1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000
